# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = tmpys6ezil1_model
# start_datetime = 2026-05-28 21:48:57 UTC
# method = pathfinder
#   pathfinder
#     init_alpha = 0.001 (Default)
#     tol_obj = 1e-12 (Default)
#     tol_rel_obj = 10000 (Default)
#     tol_grad = 1e-08 (Default)
#     tol_rel_grad = 1e+07 (Default)
#     tol_param = 1e-08 (Default)
#     history_size = 5 (Default)
#     num_psis_draws = 1000 (Default)
#     num_paths = 4 (Default)
#     save_single_paths = false (Default)
#     psis_resample = true (Default)
#     calculate_lp = true (Default)
#     max_lbfgs_iters = 1000 (Default)
#     num_draws = 1000 (Default)
#     num_elbo_draws = 25 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/k_/lm3f3ty933bgx8bfm0dsx7cr0000gn/T/tmp24rl7p3e/7rtpxpua.json
# init = 2 (Default)
# random
#   seed = 12
# output
#   file = /Users/madelynandersen/Documents/VB Bakeoff/simpleVI/paper_vignettes/stan_conj1dgaussian_demo/cmdstan_output/1dgaussian-20260528174857.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=1dgaussian.stan
lp_approx__,lp__,path__,mu
-0.21723994, -147.55445, 1, 2.8805732
1.3806886, -145.95652, 1, 3.0517462
1.2543967, -146.08282, 1, 3.0086519
1.379568, -145.95764, 1, 3.0685885
1.3166867, -146.02053, 1, 3.0961089
0.97341214, -146.3638, 1, 3.1500828
0.69024331, -146.64697, 1, 2.941741
1.0716612, -146.26555, 1, 3.1384963
1.3621745, -145.97504, 1, 3.0802481
1.1768584, -146.16035, 1, 2.9951876
-2.1418674, -149.47908, 1, 2.7939757
0.4189097, -146.9183, 1, 3.1984042
1.3588536, -145.97836, 1, 3.0817913
1.0981046, -146.23911, 2, 2.9839291
1.3256858, -146.01153, 2, 3.0254418
1.3794062, -145.95781, 2, 3.0687648
1.3781589, -145.95905, 2, 3.0489787
1.2607501, -146.07646, 2, 3.1090872
0.48458731, -146.85262, 2, 3.193593
1.3660693, -145.97114, 2, 3.0407268
0.98589148, -146.35132, 2, 3.1486946
1.3735569, -145.96366, 2, 3.0737419
0.37463631, -146.96258, 2, 3.2015555
0.46494398, -146.87227, 2, 3.1950499
-0.53935486, -147.87657, 2, 3.2556071
1.2998779, -146.03733, 2, 3.1004436
1.3620503, -145.97516, 2, 3.0803079
0.68088517, -146.65633, 2, 3.1780551
1.1237923, -146.21342, 2, 2.9874079
-0.12349918, -147.46071, 2, 2.8858907
0.72920153, -146.60801, 2, 3.1739074
0.57606781, -146.76114, 2, 3.1865885
0.57606781, -146.76114, 2, 3.1865885
-0.43733395, -147.77455, 2, 2.8686698
1.1285047, -146.20871, 2, 3.1309396
-0.1845869, -147.5218, 2, 3.2365968
1.3829983, -145.95421, 2, 3.063239
1.3804543, -145.95676, 2, 3.0514498
1.3804543, -145.95676, 2, 3.0514498
0.31799687, -147.01922, 2, 2.9135162
0.79289832, -146.54431, 2, 3.1681979
1.1961266, -146.14109, 2, 3.1207477
1.1961266, -146.14109, 2, 3.1207477
0.498591, -146.83862, 2, 2.9264594
0.34313689, -146.99408, 2, 2.9152484
1.1670673, -146.17014, 2, 2.993683
0.3263089, -147.0109, 2, 3.2049175
0.3263089, -147.0109, 2, 3.2049175
0.6534706, -146.68374, 2, 2.9386589
1.0516518, -146.28556, 2, 3.1409897
-0.3442937, -147.68151, 2, 3.2453954
1.3634681, -145.97374, 2, 3.0393892
1.354402, -145.98281, 2, 3.0352981
1.2912638, -146.04595, 2, 3.0165082
0.81854543, -146.51867, 2, 2.9531917
1.3796456, -145.95757, 2, 3.0685027
1.3796456, -145.95757, 2, 3.0685027
1.3796456, -145.95757, 2, 3.0685027
1.1901363, -146.14708, 2, 2.9972862
0.77465899, -146.56255, 2, 3.169863
1.1949395, -146.14227, 2, 2.998063
1.0317246, -146.30549, 2, 2.9756049
0.67516254, -146.66205, 2, 3.1785368
1.3836384, -145.95357, 2, 3.0584236
1.369011, -145.9682, 2, 3.0766392
1.3260616, -146.01115, 2, 3.0934518
-0.12113329, -147.45835, 2, 3.2329771
-1.1492156, -148.48643, 2, 3.2845647
1.3562503, -145.98096, 2, 3.0829301
0.069162061, -147.26805, 2, 2.8973661
1.3808508, -145.95636, 2, 3.0670459
1.3808508, -145.95636, 2, 3.0670459
1.3808508, -145.95636, 2, 3.0670459
1.2646691, -146.07254, 2, 3.0107136
1.2646691, -146.07254, 2, 3.0107136
1.2719906, -146.06522, 2, 3.1067662
0.26491678, -147.0723, 2, 3.2090793
0.52922214, -146.80799, 2, 3.1902223
0.52922214, -146.80799, 2, 3.1902223
-3.0277012, -150.36491, 2, 3.3565191
1.3595531, -145.97766, 2, 3.0375289
1.3595531, -145.97766, 2, 3.0375289
1.2935618, -146.04365, 2, 3.017046
1.0213765, -146.31584, 2, 3.1446236
-0.28013441, -147.61735, 2, 3.2419117
0.28254086, -147.05467, 2, 2.9111076
0.28254086, -147.05467, 2, 2.9111076
1.3294662, -146.00775, 2, 3.0265703
0.29954445, -147.03767, 2, 2.9122578
1.332452, -146.00476, 2, 3.0274898
1.2187447, -146.11847, 2, 3.1169364
0.56474547, -146.77247, 2, 2.9315279
1.0468925, -146.29032, 2, 3.1415716
1.0468925, -146.29032, 2, 3.1415716
1.3831869, -145.95402, 2, 3.0626944
1.3165098, -146.0207, 2, 3.0961572
0.93978846, -146.39742, 2, 2.9652828
1.3822169, -145.955, 2, 3.0649418
0.75204033, -146.58517, 2, 3.1718936
0.41606466, -146.92115, 2, 3.1986089
0.16011363, -147.1771, 2, 3.2159284
1.3029264, -146.03429, 2, 3.0996921
0.79627123, -146.54094, 2, 3.1678872
0.79627123, -146.54094, 2, 3.1678872
0.36528262, -146.97193, 2, 2.9167917
1.108147, -146.22906, 2, 3.1337344
0.9171809, -146.42003, 2, 2.9629133
0.16421365, -147.173, 2, 2.903338
1.1777855, -146.15943, 2, 2.9953319
1.1777855, -146.15943, 2, 2.9953319
1.380718, -145.95649, 2, 3.0517842
1.3685516, -145.96866, 2, 3.0420989
0.46581726, -146.87139, 2, 3.1949855
-0.48641716, -147.82363, 2, 3.2528891
1.3755861, -145.96163, 2, 3.0467666
1.2188887, -146.11832, 2, 3.0020928
0.13167329, -147.20554, 2, 2.9012682
1.1283175, -146.20889, 2, 3.1309658
0.85546982, -146.48174, 2, 3.1622808
0.85546982, -146.48174, 2, 3.1622808
1.3498474, -145.98736, 2, 3.0334845
1.3498474, -145.98736, 2, 3.0334845
1.2064083, -146.1308, 2, 2.9999587
1.0710866, -146.26613, 2, 2.9804352
1.2284296, -146.10878, 2, 3.0037793
0.84448273, -146.49273, 2, 3.1633442
0.36045842, -146.97675, 2, 3.20255
0.90002185, -146.43719, 2, 2.9611531
0.10996111, -147.22725, 2, 3.2191021
0.10996111, -147.22725, 2, 3.2191021
0.188169, -147.14904, 2, 3.2141247
0.188169, -147.14904, 2, 3.2141247
1.3796971, -145.95751, 2, 3.0505588
1.2823599, -146.05485, 2, 3.0144851
1.0016365, -146.33558, 2, 3.1469117
0.8224661, -146.51475, 2, 3.165443
0.69268329, -146.64453, 2, 2.9419483
0.82170392, -146.51551, 2, 2.9534892
1.3463687, -145.99084, 2, 3.0321802
1.3463687, -145.99084, 2, 3.0321802
0.38344863, -146.95376, 2, 2.9180703
0.38344863, -146.95376, 2, 2.9180703
1.298853, -146.03836, 2, 3.1006931
1.3111647, -146.02605, 2, 3.0214167
1.251744, -146.08547, 2, 3.0081329
1.1237358, -146.21348, 2, 2.9874001
0.16981134, -147.1674, 2, 2.9036968
0.8039993, -146.53321, 2, 2.9518323
1.1525261, -146.18469, 2, 3.1274943
0.96816804, -146.36904, 2, 2.9683443
0.83746774, -146.49974, 2, 3.1640175
-0.27094531, -147.60816, 2, 3.2414073
1.0150865, -146.32213, 2, 3.1453593
1.0150865, -146.32213, 2, 3.1453593
1.1432548, -146.19396, 2, 3.1288444
1.3419811, -145.99523, 2, 3.088385
1.3419811, -145.99523, 2, 3.088385
1.2776643, -146.05955, 2, 3.1055502
1.2776643, -146.05955, 2, 3.1055502
1.1501185, -146.18709, 2, 3.1278475
1.2102169, -146.127, 2, 3.1184024
1.2578296, -146.07938, 2, 3.0093315
0.01484719, -147.32236, 2, 2.8940504
1.3830683, -145.95414, 2, 3.0559575
1.3773122, -145.9599, 2, 3.0482028
1.2921708, -146.04504, 2, 3.0167197
0.53341532, -146.8038, 2, 3.1899012
0.86759915, -146.46961, 2, 3.161094
-1.5751922, -148.9124, 2, 3.3027547
-1.5751922, -148.9124, 2, 3.3027547
1.1915523, -146.14566, 2, 3.12149
1.3835318, -145.95368, 2, 3.0613174
1.276364, -146.06085, 2, 3.0131724
0.49666968, -146.84054, 2, 2.9263151
0.72975123, -146.60746, 2, 3.1738594
1.2287243, -146.10849, 2, 3.0038322
1.1151258, -146.22209, 2, 3.1327883
1.0606392, -146.27657, 2, 3.1398793
1.3647081, -145.9725, 2, 3.0400154
0.73735592, -146.59986, 2, 3.1731925
0.040064276, -147.29715, 2, 2.8955815
0.040064276, -147.29715, 2, 2.8955815
1.3733553, -145.96386, 2, 3.0451214
1.3733553, -145.96386, 2, 3.0451214
0.95337266, -146.38384, 2, 3.1522685
1.018937, -146.31827, 2, 3.1449097
1.359616, -145.9776, 2, 3.0375575
1.359616, -145.9776, 2, 3.0375575
-3.6849644, -151.02218, 2, 3.3778778
1.1449796, -146.19223, 2, 3.1285952
1.306286, -146.03093, 2, 3.0201567
1.3820044, -145.95521, 2, 3.0536849
-0.72507791, -148.06229, 2, 2.8541456
1.3684725, -145.96874, 2, 3.0769506
1.3684725, -145.96874, 2, 3.0769506
0.92888002, -146.40833, 2, 3.154872
-2.3668977, -149.70411, 2, 3.3333713
1.1627444, -146.17447, 2, 3.1259746
0.88059945, -146.45661, 2, 2.9591978
1.3795957, -145.95762, 2, 3.068558
1.3795957, -145.95762, 2, 3.068558
1.2351401, -146.10207, 2, 3.0049967
